Student_ID,DOA,DOB,Department_Choices,Department_Admission
SID20175400,1/7/2017,16/3/2000,IDEPT8379,IDEPT8379
SID20175426,1/7/2017,25/2/2000,IDEPT7783,IDEPT7783
SID20175448,1/7/2017,2/6/2000,IDEPT1677,IDEPT1677
SID20175456,1/7/2017,31/7/1999,IDEPT4308,IDEPT4308
SID20175491,1/7/2017,28/1/2000,IDEPT1533,IDEPT1533
SID20175511,1/7/2017,22/10/1999,IDEPT7783,IDEPT7783
SID20175559,1/7/2017,19/5/2000,IDEPT3868,IDEPT3868
SID20175581,1/7/2017,16/12/1999,IDEPT4938,IDEPT4938
SID20175588,1/7/2017,9/5/2000,IDEPT1388,IDEPT1388
SID20175601,1/7/2017,3/5/2000,IDEPT3062,IDEPT3062
SID20175603,1/7/2017,13/8/1999,IDEPT4055,IDEPT4055
SID20175607,1/7/2017,6/1/2000,IDEPT1378,IDEPT1378
SID20175619,1/7/2017,29/11/1999,IDEPT3778,IDEPT3778
SID20175620,1/7/2017,4/10/1999,IDEPT8313,IDEPT8313
SID20175653,1/7/2017,8/6/2000,IDEPT3062,IDEPT3062
SID20175655,1/7/2017,12/6/2000,IDEPT4938,IDEPT4938
SID20175664,1/7/2017,17/9/1999,IDEPT8825,IDEPT8825
SID20175677,1/7/2017,31/10/1999,IDEPT2425,IDEPT2425
SID20175687,1/7/2017,6/2/2000,IDEPT1825,IDEPT1825
SID20175732,1/7/2017,23/6/2000,IDEPT1615,IDEPT1615
SID20175735,1/7/2017,8/11/1999,IDEPT5109,IDEPT5109
SID20175742,1/7/2017,26/3/2000,IDEPT8379,IDEPT8379
SID20175781,1/7/2017,8/12/1999,IDEPT1142,IDEPT1142
SID20175799,1/7/2017,18/1/2000,IDEPT1615,IDEPT1615
SID20175812,1/7/2017,23/8/1999,IDEPT7626,IDEPT7626
SID20175816,1/7/2017,12/12/1999,IDEPT1537,IDEPT1537
SID20175840,1/7/2017,3/4/2000,IDEPT1615,IDEPT1615
SID20175842,1/7/2017,9/8/1999,IDEPT4670,IDEPT4670
SID20175862,1/7/2017,13/2/2000,IDEPT2425,IDEPT2425
SID20175891,1/7/2017,11/1/2000,IDEPT4308,IDEPT4308
SID20175897,1/7/2017,21/1/2000,IDEPT1423,IDEPT1423
SID20175908,1/7/2017,14/4/2000,IDEPT2425,IDEPT2425
SID20175916,1/7/2017,18/4/2000,IDEPT5127,IDEPT5127
SID20175922,1/7/2017,10/7/1999,IDEPT8313,IDEPT8313
SID20175926,1/7/2017,25/3/2000,IDEPT3778,IDEPT3778
SID20175931,1/7/2017,31/12/1999,IDEPT2601,IDEPT2601
SID20175936,1/7/2017,23/4/2000,IDEPT5127,IDEPT5127
SID20175952,1/7/2017,4/5/2000,IDEPT1825,IDEPT1825
SID20175986,1/7/2017,29/8/1999,IDEPT5528,IDEPT5528
SID20175994,1/7/2017,11/7/1999,IDEPT8379,IDEPT8379
SID20175994,1/7/2017,11/7/1999,IDEPT1677,IDEPT8379
SID20176003,1/7/2017,19/2/2000,IDEPT8598,IDEPT8598
SID20176016,1/7/2017,11/11/1999,IDEPT4132,IDEPT4132
SID20176022,1/7/2017,28/1/2000,IDEPT1378,IDEPT1378
SID20176028,1/7/2017,22/9/1999,IDEPT7005,IDEPT7005
SID20176033,1/7/2017,26/9/1999,IDEPT4308,IDEPT4308
SID20176043,1/7/2017,31/5/2000,IDEPT5127,IDEPT5127
SID20176045,1/7/2017,27/1/2000,IDEPT5564,IDEPT5564
SID20176045,1/7/2017,27/1/2000,IDEPT1825,IDEPT5564
SID20176090,1/7/2017,17/2/2000,IDEPT8379,IDEPT8379
SID20176096,1/7/2017,22/4/2000,IDEPT8825,IDEPT8825
SID20176100,1/7/2017,26/7/1999,IDEPT5127,IDEPT5127
SID20176109,1/7/2017,27/7/1999,IDEPT5528,IDEPT5528
SID20176112,1/7/2017,31/12/1999,IDEPT4670,IDEPT4670
SID20176113,1/7/2017,12/1/2000,IDEPT1142,IDEPT1142
SID20176117,1/7/2017,15/8/1999,IDEPT5408,IDEPT5408
SID20176146,1/7/2017,18/6/2000,IDEPT1367,IDEPT1367
SID20176148,1/7/2017,6/1/2000,IDEPT8598,IDEPT8598
SID20176153,1/7/2017,1/5/2000,IDEPT4670,IDEPT4670
SID20176165,1/7/2017,3/4/2000,IDEPT6347,IDEPT6347
SID20176171,1/7/2017,24/8/1999,IDEPT1825,IDEPT1825
SID20176196,1/7/2017,18/10/1999,IDEPT1378,IDEPT1378
SID20176207,1/7/2017,12/5/2000,IDEPT5528,IDEPT5528
SID20176240,1/7/2017,27/5/2000,IDEPT1825,IDEPT1825
SID20176280,1/7/2017,24/5/2000,IDEPT5109,IDEPT5109
SID20176283,1/7/2017,22/3/2000,IDEPT3115,IDEPT3115
SID20176283,1/7/2017,22/3/2000,IDEPT5408,IDEPT3115
SID20176283,1/7/2017,22/3/2000,IDEPT3062,IDEPT3115
SID20176303,1/7/2017,1/4/2000,IDEPT5564,IDEPT5564
SID20176307,1/7/2017,9/2/2000,IDEPT1533,IDEPT1533
SID20176309,1/7/2017,12/9/1999,IDEPT4670,IDEPT4670
SID20176330,1/7/2017,10/7/1999,IDEPT7626,IDEPT7626
SID20176364,1/7/2017,23/9/1999,IDEPT2054,IDEPT2054
SID20176419,1/7/2017,7/11/1999,IDEPT5127,IDEPT5127
SID20176419,1/7/2017,7/11/1999,IDEPT5127,IDEPT5127
SID20176439,1/7/2017,21/10/1999,IDEPT7783,IDEPT7783
SID20176447,1/7/2017,19/8/1999,IDEPT1367,IDEPT1367
SID20176448,1/7/2017,10/2/2000,IDEPT1388,IDEPT1388
SID20176456,1/7/2017,22/5/2000,IDEPT5528,IDEPT5528
SID20176465,1/7/2017,21/3/2000,IDEPT4308,IDEPT4308
SID20176480,1/7/2017,16/3/2000,IDEPT8473,IDEPT8473
SID20176482,1/7/2017,23/3/2000,IDEPT1142,IDEPT1142
SID20176485,1/7/2017,20/6/2000,IDEPT7005,IDEPT7005
SID20176489,1/7/2017,22/7/1999,IDEPT4132,IDEPT4132
SID20176492,1/7/2017,6/10/1999,IDEPT1533,IDEPT1533
SID20176515,1/7/2017,18/12/1999,IDEPT2425,IDEPT2425
SID20176528,1/7/2017,3/10/1999,IDEPT8473,IDEPT8473
SID20176540,1/7/2017,21/10/1999,IDEPT1533,IDEPT1533
SID20176544,1/7/2017,6/11/1999,IDEPT4132,IDEPT4132
SID20176566,1/7/2017,2/3/2000,IDEPT5564,IDEPT5564
SID20176569,1/7/2017,25/10/1999,IDEPT1367,IDEPT1367
SID20176586,1/7/2017,5/10/1999,IDEPT7005,IDEPT7005
SID20176597,1/7/2017,28/5/2000,IDEPT7783,IDEPT7783
SID20176652,1/7/2017,11/7/1999,IDEPT7626,IDEPT7626
SID20176664,1/7/2017,18/11/1999,IDEPT6347,IDEPT6347
SID20176695,1/7/2017,27/5/2000,IDEPT6347,IDEPT6347
SID20176711,1/7/2017,28/7/1999,IDEPT1825,IDEPT1825
SID20176718,1/7/2017,13/10/1999,IDEPT1533,IDEPT1533
SID20176759,1/7/2017,30/3/2000,IDEPT3778,IDEPT3778
SID20176775,1/7/2017,22/3/2000,IDEPT3115,IDEPT3115
SID20176777,1/7/2017,12/6/2000,IDEPT1096,IDEPT1096
SID20176782,1/7/2017,1/4/2000,IDEPT2054,IDEPT2054
SID20176819,1/7/2017,21/3/2000,IDEPT5127,IDEPT5127
SID20176846,1/7/2017,7/1/2000,IDEPT3868,IDEPT3868
SID20176866,1/7/2017,5/10/1999,IDEPT8598,IDEPT8598
SID20176880,1/7/2017,30/8/1999,IDEPT1378,IDEPT1378
SID20176881,1/7/2017,28/12/1999,IDEPT5408,IDEPT5408
SID20176889,1/7/2017,9/5/2000,IDEPT5881,IDEPT5881
SID20176914,1/7/2017,19/2/2000,IDEPT8379,IDEPT8379
SID20176918,1/7/2017,22/8/1999,IDEPT1423,IDEPT1423
SID20176919,1/7/2017,9/2/2000,IDEPT8313,IDEPT8313
SID20176927,1/7/2017,2/5/2000,IDEPT5564,IDEPT5564
SID20176935,1/7/2017,20/5/2000,IDEPT1615,IDEPT1615
SID20176946,1/7/2017,4/11/1999,IDEPT7626,IDEPT7626
SID20176967,1/7/2017,5/5/2000,IDEPT3778,IDEPT3778
SID20176974,1/7/2017,26/5/2000,IDEPT2425,IDEPT2425
SID20176988,1/7/2017,11/4/2000,IDEPT3868,IDEPT3868
SID20177013,1/7/2017,2/2/2000,IDEPT5881,IDEPT5881
SID20177020,1/7/2017,8/4/2000,IDEPT1142,IDEPT1142
SID20177030,1/7/2017,1/4/2000,IDEPT6347,IDEPT6347
SID20177033,1/7/2017,4/3/2000,IDEPT7783,IDEPT7783
SID20177089,1/7/2017,18/1/2000,IDEPT2601,IDEPT2601
SID20177096,1/7/2017,23/2/2000,IDEPT1537,IDEPT1537
SID20177102,1/7/2017,13/3/2000,IDEPT7005,IDEPT7005
SID20177121,1/7/2017,21/4/2000,IDEPT3115,IDEPT3115
SID20177121,1/7/2017,21/4/2000,IDEPT5528,IDEPT3115
SID20177144,1/7/2017,15/11/1999,IDEPT3868,IDEPT3868
SID20177147,1/7/2017,6/3/2000,IDEPT3778,IDEPT3778
SID20177178,1/7/2017,31/8/1999,IDEPT5109,IDEPT5109
SID20177180,1/7/2017,15/1/2000,IDEPT8379,IDEPT8379
SID20177195,1/7/2017,12/1/2000,IDEPT3868,IDEPT3868
SID20177237,1/7/2017,14/3/2000,IDEPT5127,IDEPT5127
SID20177272,1/7/2017,26/1/2000,IDEPT1096,IDEPT1096
SID20177275,1/7/2017,17/11/1999,IDEPT8825,IDEPT8825
SID20177337,1/7/2017,25/1/2000,IDEPT1537,IDEPT1537
SID20177353,1/7/2017,2/3/2000,IDEPT3115,IDEPT3115
SID20177354,1/7/2017,18/7/1999,IDEPT4055,IDEPT4055
SID20177368,1/7/2017,27/3/2000,IDEPT1677,IDEPT1677
SID20177369,1/7/2017,17/2/2000,IDEPT7783,IDEPT7783
SID20177394,1/7/2017,14/4/2000,IDEPT8313,IDEPT8313
SID20177401,1/7/2017,11/6/2000,IDEPT4670,IDEPT4670
SID20177417,1/7/2017,16/3/2000,IDEPT5408,IDEPT5408
SID20177439,1/7/2017,28/3/2000,IDEPT8473,IDEPT8473
SID20177454,1/7/2017,5/12/1999,IDEPT5408,IDEPT5408
SID20177480,1/7/2017,1/1/2000,IDEPT1388,IDEPT1388
SID20177485,1/7/2017,10/8/1999,IDEPT5408,IDEPT5408
SID20177490,1/7/2017,11/6/2000,IDEPT4670,IDEPT4670
SID20177492,1/7/2017,6/10/1999,IDEPT1367,IDEPT1367
SID20177493,1/7/2017,18/2/2000,IDEPT4308,IDEPT4308
SID20177506,1/7/2017,20/4/2000,IDEPT1836,IDEPT1836
SID20177506,1/7/2017,20/4/2000,IDEPT3062,IDEPT1836
SID20177541,1/7/2017,7/6/2000,IDEPT3115,IDEPT3115
SID20177543,1/7/2017,17/10/1999,IDEPT1836,IDEPT1836
SID20177565,1/7/2017,14/5/2000,IDEPT2601,IDEPT2601
SID20177565,1/7/2017,14/5/2000,IDEPT1615,IDEPT2601
SID20177567,1/7/2017,3/4/2000,IDEPT1537,IDEPT1537
SID20177601,1/7/2017,27/4/2000,IDEPT8379,IDEPT8379
SID20177616,1/7/2017,19/10/1999,IDEPT4132,IDEPT4132
SID20177628,1/7/2017,26/12/1999,IDEPT1367,IDEPT1367
SID20177632,1/7/2017,9/7/1999,IDEPT4308,IDEPT4308
SID20177636,1/7/2017,22/2/2000,IDEPT1423,IDEPT1423
SID20177642,1/7/2017,23/3/2000,IDEPT1423,IDEPT1423
SID20177645,1/7/2017,19/5/2000,IDEPT5408,IDEPT5408
SID20177676,1/7/2017,19/7/1999,IDEPT5109,IDEPT5109
SID20177678,1/7/2017,19/12/1999,IDEPT7005,IDEPT7005
SID20177705,1/7/2017,21/4/2000,IDEPT1836,IDEPT1836
SID20177713,1/7/2017,30/10/1999,IDEPT1096,IDEPT1096
SID20177723,1/7/2017,23/10/1999,IDEPT8825,IDEPT8825
SID20177726,1/7/2017,14/3/2000,IDEPT8473,IDEPT8473
SID20177745,1/7/2017,20/1/2000,IDEPT5109,IDEPT5109
SID20177762,1/7/2017,28/2/2000,IDEPT1378,IDEPT1378
SID20177773,1/7/2017,18/5/2000,IDEPT5127,IDEPT5127
SID20177787,1/7/2017,16/1/2000,IDEPT4055,IDEPT4055
SID20177799,1/7/2017,27/1/2000,IDEPT1537,IDEPT1537
SID20177803,1/7/2017,1/11/1999,IDEPT4308,IDEPT4308
SID20177814,1/7/2017,26/6/2000,IDEPT5127,IDEPT5127
SID20177826,1/7/2017,12/2/2000,IDEPT2054,IDEPT2054
SID20177842,1/7/2017,18/7/1999,IDEPT5881,IDEPT5881
SID20177853,1/7/2017,25/6/2000,IDEPT2357,IDEPT2357
SID20177855,1/7/2017,5/5/2000,IDEPT8313,IDEPT8313
SID20177877,1/7/2017,18/11/1999,IDEPT1142,IDEPT1142
SID20177893,1/7/2017,27/10/1999,IDEPT1836,IDEPT1836
SID20177895,1/7/2017,18/12/1999,IDEPT5881,IDEPT5881
SID20177944,1/7/2017,14/7/1999,IDEPT5127,IDEPT5127
SID20177977,1/7/2017,2/8/1999,IDEPT4670,IDEPT4670
SID20178013,1/7/2017,8/2/2000,IDEPT4938,IDEPT4938
SID20178013,1/7/2017,8/2/2000,IDEPT2357,IDEPT4938
SID20178016,1/7/2017,23/3/2000,IDEPT3778,IDEPT3778
SID20178022,1/7/2017,29/4/2000,IDEPT1378,IDEPT1378
SID20178026,1/7/2017,4/5/2000,IDEPT1423,IDEPT1423
SID20178026,1/7/2017,4/5/2000,IDEPT1677,IDEPT1423
SID20178039,1/7/2017,19/5/2000,IDEPT5528,IDEPT5528
SID20178074,1/7/2017,11/12/1999,IDEPT5109,IDEPT5109
SID20178091,1/7/2017,30/5/2000,IDEPT1533,IDEPT1533
SID20178103,1/7/2017,12/4/2000,IDEPT2054,IDEPT2054
SID20178116,1/7/2017,2/12/1999,IDEPT1836,IDEPT1836
SID20178120,1/7/2017,3/12/1999,IDEPT8598,IDEPT8598
SID20178137,1/7/2017,30/9/1999,IDEPT8379,IDEPT8379
SID20178141,1/7/2017,19/5/2000,IDEPT8313,IDEPT8313
SID20178175,1/7/2017,18/12/1999,IDEPT1537,IDEPT1537
SID20178185,1/7/2017,11/1/2000,IDEPT4308,IDEPT4308
SID20178191,1/7/2017,1/6/2000,IDEPT8313,IDEPT8313
SID20178200,1/7/2017,12/5/2000,IDEPT1533,IDEPT1533
SID20178201,1/7/2017,25/7/1999,IDEPT5109,IDEPT5109
SID20178206,1/7/2017,25/9/1999,IDEPT2054,IDEPT2054
SID20178227,1/7/2017,9/6/2000,IDEPT8473,IDEPT8473
SID20178229,1/7/2017,18/6/2000,IDEPT8313,IDEPT8313
SID20178246,1/7/2017,13/5/2000,IDEPT1836,IDEPT1836
SID20178308,1/7/2017,7/6/2000,IDEPT1142,IDEPT1142
SID20178323,1/7/2017,27/8/1999,IDEPT4670,IDEPT4670
SID20178331,1/7/2017,6/2/2000,IDEPT1677,IDEPT1677
SID20178338,1/7/2017,15/3/2000,IDEPT5564,IDEPT5564
SID20178344,1/7/2017,27/3/2000,IDEPT1615,IDEPT1615
SID20178348,1/7/2017,28/7/1999,IDEPT1537,IDEPT1537
SID20178386,1/7/2017,3/1/2000,IDEPT4055,IDEPT4055
SID20178412,1/7/2017,4/10/1999,IDEPT3062,IDEPT3062
SID20178412,1/7/2017,4/10/1999,IDEPT3062,IDEPT3062
SID20178427,1/7/2017,26/7/1999,IDEPT8379,IDEPT8379
SID20178450,1/7/2017,17/6/2000,IDEPT8313,IDEPT8313
SID20178456,1/7/2017,27/11/1999,IDEPT4055,IDEPT4055
SID20178473,1/7/2017,9/8/1999,IDEPT1677,IDEPT1677
SID20178475,1/7/2017,6/1/2000,IDEPT8598,IDEPT8598
SID20178494,1/7/2017,8/8/1999,IDEPT3062,IDEPT3062
SID20178502,1/7/2017,27/3/2000,IDEPT1825,IDEPT1825
SID20178517,1/7/2017,23/1/2000,IDEPT4132,IDEPT4132
SID20178543,1/7/2017,28/5/2000,IDEPT1533,IDEPT1533
SID20178565,1/7/2017,24/10/1999,IDEPT1533,IDEPT1533
SID20178577,1/7/2017,20/3/2000,IDEPT4132,IDEPT4132
SID20178589,1/7/2017,12/5/2000,IDEPT8825,IDEPT8825
SID20178627,1/7/2017,23/6/2000,IDEPT5127,IDEPT5127
SID20178639,1/7/2017,9/5/2000,IDEPT8313,IDEPT8313
SID20178651,1/7/2017,26/12/1999,IDEPT8379,IDEPT8379
SID20178663,1/7/2017,15/5/2000,IDEPT1096,IDEPT1096
SID20178666,1/7/2017,24/4/2000,IDEPT7783,IDEPT7783
SID20178674,1/7/2017,14/11/1999,IDEPT4132,IDEPT4132
SID20178689,1/7/2017,24/11/1999,IDEPT3062,IDEPT3062
SID20178693,1/7/2017,4/11/1999,IDEPT1533,IDEPT1533
SID20178706,1/7/2017,20/12/1999,IDEPT1388,IDEPT1388
SID20178709,1/7/2017,15/2/2000,IDEPT5881,IDEPT5881
SID20178715,1/7/2017,30/5/2000,IDEPT8313,IDEPT8313
SID20178759,1/7/2017,26/10/1999,IDEPT7783,IDEPT7783
SID20178762,1/7/2017,28/4/2000,IDEPT4670,IDEPT4670
SID20178767,1/7/2017,30/6/2000,IDEPT2601,IDEPT2601
SID20178769,1/7/2017,17/5/2000,IDEPT5109,IDEPT5109
SID20178787,1/7/2017,27/5/2000,IDEPT3115,IDEPT3115
SID20178788,1/7/2017,29/12/1999,IDEPT8379,IDEPT8379
SID20178797,1/7/2017,1/4/2000,IDEPT8473,IDEPT8473
SID20178799,1/7/2017,6/5/2000,IDEPT3062,IDEPT3062
SID20178804,1/7/2017,27/10/1999,IDEPT2054,IDEPT2054
SID20178804,1/7/2017,27/10/1999,IDEPT4670,IDEPT2054
SID20178804,1/7/2017,27/10/1999,IDEPT1367,IDEPT2054
SID20178809,1/7/2017,3/8/1999,IDEPT3062,IDEPT3062
SID20178817,1/7/2017,27/1/2000,IDEPT1537,IDEPT1537
SID20178836,1/7/2017,10/12/1999,IDEPT1615,IDEPT1615
SID20178866,1/7/2017,14/9/1999,IDEPT1388,IDEPT1388
SID20178877,1/7/2017,20/10/1999,IDEPT1423,IDEPT1423
SID20178878,1/7/2017,27/3/2000,IDEPT1423,IDEPT1423
SID20178888,1/7/2017,21/10/1999,IDEPT8598,IDEPT8598
SID20178896,1/7/2017,4/11/1999,IDEPT8379,IDEPT8379
SID20178896,1/7/2017,4/11/1999,IDEPT6347,IDEPT8379
SID20178945,1/7/2017,27/1/2000,IDEPT4938,IDEPT4938
SID20178998,1/7/2017,20/8/1999,IDEPT5564,IDEPT5564
SID20179019,1/7/2017,20/1/2000,IDEPT5127,IDEPT5127
SID20179028,1/7/2017,12/9/1999,IDEPT7626,IDEPT7626
SID20179054,1/7/2017,28/6/2000,IDEPT1537,IDEPT1537
SID20179058,1/7/2017,20/4/2000,IDEPT2357,IDEPT2357
SID20179074,1/7/2017,20/12/1999,IDEPT3062,IDEPT3062
SID20179110,1/7/2017,10/1/2000,IDEPT8825,IDEPT8825
SID20179119,1/7/2017,11/11/1999,IDEPT6347,IDEPT6347
SID20179126,1/7/2017,16/2/2000,IDEPT5127,IDEPT5127
SID20179139,1/7/2017,18/6/2000,IDEPT3062,IDEPT3062
SID20179163,1/7/2017,19/9/1999,IDEPT8825,IDEPT8825
SID20179176,1/7/2017,6/8/1999,IDEPT7005,IDEPT7005
SID20179212,1/7/2017,14/10/1999,IDEPT1533,IDEPT1533
SID20179236,1/7/2017,13/6/2000,IDEPT5881,IDEPT5881
SID20179280,1/7/2017,10/12/1999,IDEPT7783,IDEPT7783
SID20179287,1/7/2017,5/5/2000,IDEPT4055,IDEPT4055
SID20179288,1/7/2017,3/12/1999,IDEPT1836,IDEPT1836
SID20179304,1/7/2017,13/4/2000,IDEPT2054,IDEPT2054
SID20179314,1/7/2017,5/8/1999,IDEPT2425,IDEPT2425
SID20179369,1/7/2017,12/12/1999,IDEPT3062,IDEPT3062
SID20179414,1/7/2017,13/4/2000,IDEPT1836,IDEPT1836
SID20179428,1/7/2017,4/1/2000,IDEPT1533,IDEPT1533
SID20179433,1/7/2017,8/9/1999,IDEPT8825,IDEPT8825
SID20179441,1/7/2017,31/3/2000,IDEPT1537,IDEPT1537
SID20179449,1/7/2017,4/9/1999,IDEPT1367,IDEPT1367
SID20179451,1/7/2017,3/3/2000,IDEPT3778,IDEPT3778
SID20179496,1/7/2017,17/6/2000,IDEPT1537,IDEPT1537
SID20179498,1/7/2017,9/12/1999,IDEPT3778,IDEPT3778
SID20179500,1/7/2017,16/9/1999,IDEPT4055,IDEPT4055
SID20179501,1/7/2017,21/6/2000,IDEPT8825,IDEPT8825
SID20179525,1/7/2017,22/3/2000,IDEPT3115,IDEPT3115
SID20179549,1/7/2017,1/3/2000,IDEPT2601,IDEPT2601
SID20179586,1/7/2017,27/9/1999,IDEPT1423,IDEPT1423
SID20179594,1/7/2017,31/7/1999,IDEPT3868,IDEPT3868
SID20179639,1/7/2017,11/9/1999,IDEPT1423,IDEPT1423
SID20179658,1/7/2017,27/10/1999,IDEPT3868,IDEPT3868
SID20179677,1/7/2017,26/12/1999,IDEPT1533,IDEPT1533
SID20179698,1/7/2017,18/9/1999,IDEPT2054,IDEPT2054
SID20179711,1/7/2017,12/11/1999,IDEPT7783,IDEPT7783
SID20179733,1/7/2017,29/2/2000,IDEPT4132,IDEPT4132
SID20179743,1/7/2017,2/1/2000,IDEPT4132,IDEPT4132
SID20179767,1/7/2017,30/8/1999,IDEPT5408,IDEPT5408
SID20179777,1/7/2017,28/1/2000,IDEPT1096,IDEPT1096
SID20179797,1/7/2017,9/3/2000,IDEPT5528,IDEPT5528
SID20179799,1/7/2017,1/3/2000,IDEPT8379,IDEPT8379
SID20179806,1/7/2017,28/4/2000,IDEPT1367,IDEPT1367
SID20179820,1/7/2017,1/12/1999,IDEPT4308,IDEPT4308
SID20179823,1/7/2017,8/7/1999,IDEPT1836,IDEPT1836
SID20179830,1/7/2017,9/1/2000,IDEPT2601,IDEPT2601
SID20179838,1/7/2017,16/7/1999,IDEPT4308,IDEPT4308
SID20179850,1/7/2017,31/7/1999,IDEPT5564,IDEPT5564
SID20179851,1/7/2017,17/3/2000,IDEPT4938,IDEPT4938
SID20179855,1/7/2017,28/12/1999,IDEPT1825,IDEPT1825
SID20179878,1/7/2017,13/9/1999,IDEPT4308,IDEPT4308
SID20179891,1/7/2017,2/11/1999,IDEPT1825,IDEPT1825
SID20179902,1/7/2017,1/3/2000,IDEPT6347,IDEPT6347
SID20179910,1/7/2017,16/11/1999,IDEPT8379,IDEPT8379
SID20179935,1/7/2017,13/8/1999,IDEPT5109,IDEPT5109
SID20179941,1/7/2017,7/1/2000,IDEPT1378,IDEPT1378
SID20179943,1/7/2017,2/5/2000,IDEPT1533,IDEPT1533
SID20179946,1/7/2017,5/9/1999,IDEPT8825,IDEPT8825
SID20179950,1/7/2017,9/6/2000,IDEPT4055,IDEPT4055
SID20179998,1/7/2017,9/7/1999,IDEPT3062,IDEPT3062
SID20179998,1/7/2017,9/7/1999,IDEPT8825,IDEPT3062
SID20181117,1/7/2018,11/9/2000,IDEPT4055,IDEPT4055
SID20181127,1/7/2018,29/12/2000,IDEPT8598,IDEPT8598
SID20181130,1/7/2018,6/1/2001,IDEPT4938,IDEPT4938
SID20181152,1/7/2018,29/6/2001,IDEPT1378,IDEPT1378
SID20181163,1/7/2018,19/3/2001,IDEPT4670,IDEPT4670
SID20181166,1/7/2018,27/9/2000,IDEPT1537,IDEPT1537
SID20181171,1/7/2018,13/7/2000,IDEPT8473,IDEPT8473
SID20181179,1/7/2018,12/2/2001,IDEPT1367,IDEPT1367
SID20181200,1/7/2018,11/11/2000,IDEPT5528,IDEPT5528
SID20181215,1/7/2018,23/10/2000,IDEPT5528,IDEPT5528
SID20181233,1/7/2018,21/11/2000,IDEPT4055,IDEPT4055
SID20181240,1/7/2018,16/6/2001,IDEPT3868,IDEPT3868
SID20181256,1/7/2018,19/9/2000,IDEPT8598,IDEPT8598
SID20181263,1/7/2018,12/7/2000,IDEPT2601,IDEPT2601
SID20181275,1/7/2018,27/6/2001,IDEPT8473,IDEPT8473
SID20181279,1/7/2018,7/4/2001,IDEPT1142,IDEPT1142
SID20181281,1/7/2018,19/8/2000,IDEPT2054,IDEPT2054
SID20181284,1/7/2018,7/11/2000,IDEPT5528,IDEPT5528
SID20181317,1/7/2018,11/10/2000,IDEPT1142,IDEPT1142
SID20181327,1/7/2018,30/6/2001,IDEPT2054,IDEPT2054
SID20181331,1/7/2018,7/6/2001,IDEPT4055,IDEPT4055
SID20181359,1/7/2018,20/1/2001,IDEPT8825,IDEPT8825
SID20181368,1/7/2018,3/8/2000,IDEPT4308,IDEPT4308
SID20181374,1/7/2018,8/12/2000,IDEPT7005,IDEPT7005
SID20181377,1/7/2018,14/3/2001,IDEPT5408,IDEPT5408
SID20181383,1/7/2018,22/11/2000,IDEPT4670,IDEPT4670
SID20181398,1/7/2018,14/12/2000,IDEPT2357,IDEPT2357
SID20181437,1/7/2018,1/4/2001,IDEPT4308,IDEPT4308
SID20181450,1/7/2018,8/5/2001,IDEPT8825,IDEPT8825
SID20181450,1/7/2018,8/5/2001,IDEPT5127,IDEPT8825
SID20181457,1/7/2018,10/2/2001,IDEPT2054,IDEPT2054
SID20181464,1/7/2018,19/4/2001,IDEPT4132,IDEPT4132
SID20181480,1/7/2018,17/6/2001,IDEPT5109,IDEPT5109
SID20181480,1/7/2018,17/6/2001,IDEPT8598,IDEPT5109
SID20181493,1/7/2018,29/4/2001,IDEPT8598,IDEPT8598
SID20181505,1/7/2018,5/7/2001,IDEPT5564,IDEPT5564
SID20181517,1/7/2018,21/7/2000,IDEPT5564,IDEPT5564
SID20181546,1/7/2018,30/5/2001,IDEPT1533,IDEPT1533
SID20181556,1/7/2018,26/8/2000,IDEPT1423,IDEPT1423
SID20181576,1/7/2018,18/7/2000,IDEPT3778,IDEPT3778
SID20181580,1/7/2018,27/12/2000,IDEPT1142,IDEPT1142
SID20181584,1/7/2018,22/5/2001,IDEPT2425,IDEPT2425
SID20181596,1/7/2018,22/10/2000,IDEPT1142,IDEPT1142
SID20181602,1/7/2018,21/1/2001,IDEPT8825,IDEPT8825
SID20181603,1/7/2018,24/6/2001,IDEPT7783,IDEPT7783
SID20181604,1/7/2018,29/11/2000,IDEPT1825,IDEPT1825
SID20181614,1/7/2018,15/11/2000,IDEPT5127,IDEPT5127
SID20181646,1/7/2018,19/11/2000,IDEPT5564,IDEPT5564
SID20181661,1/7/2018,19/9/2000,IDEPT7783,IDEPT7783
SID20181667,1/7/2018,24/7/2000,IDEPT1533,IDEPT1533
SID20181749,1/7/2018,10/4/2001,IDEPT1537,IDEPT1537
SID20181758,1/7/2018,27/8/2000,IDEPT8825,IDEPT8825
SID20181767,1/7/2018,11/1/2001,IDEPT2054,IDEPT2054
SID20181771,1/7/2018,26/6/2001,IDEPT7626,IDEPT7626
SID20181783,1/7/2018,13/2/2001,IDEPT3062,IDEPT3062
SID20181842,1/7/2018,19/2/2001,IDEPT1388,IDEPT1388
SID20181849,1/7/2018,9/9/2000,IDEPT3868,IDEPT3868
SID20181855,1/7/2018,14/9/2000,IDEPT3062,IDEPT3062
SID20181880,1/7/2018,5/10/2000,IDEPT2357,IDEPT2357
SID20181881,1/7/2018,24/9/2000,IDEPT5528,IDEPT5528
SID20181882,1/7/2018,11/7/2000,IDEPT6347,IDEPT6347
SID20181888,1/7/2018,27/7/2000,IDEPT7626,IDEPT7626
SID20181898,1/7/2018,26/9/2000,IDEPT5564,IDEPT5564
